ID,Experience,Income,Age,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,ZIP Code,Online,Personal Loan
2617,31,49,56,2,1.6,3,103,0,0,0,92182,TRUE,0
2618,20,65,44,2,2.5,1,0,0,0,0,92037,TRUE,0
2619,-3,55,23,3,2.4,2,145,0,0,0,92704,TRUE,0
2620,8,62,33,3,2.3,1,98,1,0,0,92093,FALSE,0
2621,22,152,48,1,0,1,0,0,0,0,95616,FALSE,0
2622,18,42,45,3,2.5,2,0,0,0,0,95126,FALSE,0
2623,28,39,54,4,0.7,2,0,0,0,0,90245,TRUE,0
2624,17,111,42,3,3,1,0,1,1,1,94304,FALSE,1
2625,21,82,47,3,2.1,1,0,0,0,0,94109,FALSE,0
2626,36,108,61,4,3.4,2,0,0,0,0,93943,TRUE,0
2627,27,59,53,2,0.8,3,0,0,0,0,92038,TRUE,0
2628,30,61,56,3,2.5,1,193,0,0,0,93106,TRUE,0
2629,6,78,33,4,2,2,0,0,1,0,95819,TRUE,0
2630,18,18,44,2,0.1,3,0,0,0,0,93943,TRUE,0
2631,37,113,63,4,1.7,3,0,1,0,0,94611,TRUE,0
2632,20,62,47,1,2.67,2,0,0,0,0,92521,TRUE,0
2633,24,81,50,1,4.9,1,248,0,0,0,94720,TRUE,0
2634,25,13,49,3,0.4,1,106,0,0,0,95054,TRUE,0
2635,9,75,34,1,2.8,1,194,0,0,0,94303,FALSE,0
2636,14,33,40,2,0.8,3,89,0,0,0,95616,TRUE,0
2637,13,179,38,1,4.1,1,0,0,0,0,93943,TRUE,0
2638,26,69,51,3,2,2,0,0,0,0,94005,TRUE,0
2639,4,45,28,1,1,3,0,0,0,0,94025,TRUE,0
2640,26,59,52,3,3,2,0,0,0,0,95762,TRUE,0
2641,13,81,39,2,2.8,1,0,0,0,0,94309,TRUE,0
2642,5,133,29,1,5.4,1,212,0,0,0,90095,TRUE,0
2643,29,81,54,2,0,3,0,0,0,0,92096,TRUE,0
2644,38,14,63,4,0.4,2,86,1,0,0,92630,TRUE,0
2645,14,28,40,2,0.8,3,0,0,0,0,94061,FALSE,0
2646,12,93,36,2,2.2,1,0,0,0,0,95125,TRUE,0
2647,20,191,45,3,2.6,3,123,0,0,0,92007,FALSE,1
2648,37,155,61,1,2.9,1,0,0,0,0,91605,TRUE,0
2649,0,155,26,2,7.2,1,0,0,0,0,93105,FALSE,0
2650,8,68,33,4,1.3,1,0,0,0,0,92407,TRUE,0
2651,40,52,64,2,1.1,1,226,0,0,0,95060,FALSE,0
2652,17,51,43,1,0.7,3,0,0,0,0,94025,FALSE,0
2653,0,44,24,4,1.6,1,180,0,0,0,90089,TRUE,0
2654,5,121,30,2,3.1,1,408,0,0,0,94555,TRUE,0
2655,36,49,60,4,2.2,1,204,0,1,0,94965,TRUE,0
2656,26,42,50,2,1,3,78,0,1,0,91784,TRUE,0
2657,15,144,40,1,4.1,1,0,0,0,0,91040,FALSE,0
2658,6,72,31,1,2.6,2,0,0,0,0,94583,TRUE,0
2659,4,44,30,1,1.5,1,109,0,0,0,94304,FALSE,0
2660,35,43,60,3,0.9,3,175,0,0,0,91763,FALSE,0
2661,14,74,39,1,0.1,2,144,0,1,0,93063,TRUE,0
2662,41,145,66,1,2.5,1,0,0,0,0,90009,TRUE,0
2663,41,158,65,2,2.1,1,0,0,0,0,92346,FALSE,0
2664,28,78,54,4,4.9,1,0,0,0,0,91311,FALSE,0
2665,29,154,54,1,2.4,2,352,0,0,0,95014,TRUE,1
2666,9,105,35,2,4.5,3,0,0,0,0,90064,FALSE,0
2667,7,100,32,3,0.6,2,0,0,0,0,92126,TRUE,0
2668,39,58,63,1,0,2,0,0,0,0,94112,TRUE,0
2669,35,113,60,1,0.9,1,406,0,0,0,94507,TRUE,0
2670,18,10,43,2,0.1,2,0,1,1,0,91902,FALSE,0
2671,33,142,59,2,2.7,1,0,0,0,0,94080,FALSE,0
2672,37,128,62,1,2.5,1,0,0,0,0,92093,FALSE,0
2673,5,131,30,3,0.5,3,0,0,0,0,92068,FALSE,1
2674,30,88,54,4,1,2,122,0,0,0,92647,TRUE,0
2675,6,101,30,2,0.6,1,0,0,0,0,90245,TRUE,0
2676,1,70,31,2,1.75,3,0,1,0,1,92115,TRUE,0
2677,20,122,44,1,0.3,1,0,0,1,0,91765,TRUE,0
2678,8,70,32,3,1.5,1,0,0,0,0,91423,TRUE,0
2679,38,148,63,2,4.3,3,0,0,0,0,93023,TRUE,1
2680,32,43,57,2,2.1,3,166,0,0,0,92704,TRUE,0
2681,30,31,60,1,1.5,3,0,0,0,0,95060,TRUE,0
2682,11,35,37,2,0.8,3,0,0,0,0,94609,FALSE,0
2683,27,81,53,4,2.6,3,0,0,0,0,90032,TRUE,0
2684,25,19,51,1,1.4,3,98,0,0,0,95812,FALSE,0
2685,5,98,30,4,1.8,3,129,1,1,1,92028,TRUE,0
2686,2,101,28,4,2.1,3,0,0,0,0,90280,TRUE,0
2687,24,81,50,2,0.4,3,0,0,0,0,95053,FALSE,0
2688,27,135,52,1,0.6,1,452,0,0,0,93561,TRUE,0
2689,30,34,56,2,0.7,2,0,0,0,0,94542,TRUE,0
2690,16,104,40,1,3.4,1,249,0,0,0,91730,FALSE,0
2691,38,29,64,3,0.7,2,0,0,0,0,90245,TRUE,0
2692,36,119,61,2,5.4,2,0,0,0,0,95064,TRUE,1
2693,20,82,46,2,1.7,2,0,1,0,0,90230,TRUE,0
2694,29,62,55,1,0.2,1,0,0,0,0,90089,TRUE,0
2695,19,85,45,3,2.1,1,0,1,0,0,94720,TRUE,0
2696,15,8,40,2,0.1,2,0,0,0,0,94960,FALSE,0
2697,37,78,63,4,1.7,3,0,0,0,0,91711,TRUE,0
2698,32,44,57,3,0.5,2,0,0,0,0,93407,TRUE,0
2699,14,122,38,2,8,1,0,1,0,0,95819,TRUE,0
2700,11,22,37,3,0.1,2,114,0,0,0,90035,FALSE,0
2701,5,39,31,4,2.2,2,0,1,0,0,94590,TRUE,0
2702,26,55,50,1,1.6,2,0,0,0,0,94305,TRUE,0
2703,18,144,42,2,6.1,1,158,0,0,0,94063,FALSE,0
2704,27,71,51,1,2.6,2,0,1,0,0,92521,FALSE,0
2705,13,191,38,2,3,1,0,0,0,0,91710,TRUE,0
2706,26,22,53,1,0.5,2,100,0,0,0,92831,TRUE,0
2707,17,158,43,1,2.4,1,0,0,0,0,90740,TRUE,0
2708,9,131,35,3,0.3,3,0,1,0,1,90089,TRUE,1
2709,24,75,49,1,2.8,2,160,1,0,0,95670,FALSE,0
2710,4,69,28,3,0.7,2,170,0,0,0,94305,FALSE,0
2711,27,39,51,2,0.8,1,0,0,0,0,94304,FALSE,0
2712,14,34,39,4,1.7,1,0,1,0,0,94939,TRUE,0
2713,7,32,31,1,1.7,1,0,0,0,0,91320,TRUE,0
2714,18,129,44,1,5.7,1,0,0,0,0,92028,TRUE,0
2715,20,158,46,3,5.4,1,432,1,0,0,92870,FALSE,1
2716,18,54,42,1,1.8,1,0,0,0,0,90089,TRUE,0
2717,17,34,41,1,2,2,0,0,0,0,92182,FALSE,0
2718,-2,45,23,4,0.6,2,0,1,0,0,95422,TRUE,0
2719,33,68,59,2,2.3,3,0,0,1,0,95064,FALSE,0
2720,21,53,47,1,1.5,2,0,0,0,0,95929,TRUE,0
2721,23,32,48,1,0.1,1,0,1,0,0,93302,FALSE,0
2722,33,173,58,2,7.2,3,0,0,0,0,92121,TRUE,1
2723,34,31,58,4,0.4,1,0,0,0,0,92126,FALSE,0
2724,29,72,54,2,3.7,1,144,0,0,0,94558,TRUE,0
2725,24,30,49,4,0.4,2,157,1,0,1,90212,TRUE,0
2726,38,138,63,1,2.5,1,0,0,0,0,92675,TRUE,0
2727,37,18,62,1,1.5,2,127,0,0,0,92028,FALSE,0
2728,19,69,45,1,2.8,1,220,1,0,0,90840,TRUE,0
2729,13,58,39,3,2.1,1,247,0,0,0,94555,TRUE,0
2730,34,63,58,4,1.5,1,0,0,0,0,90007,TRUE,0
2731,30,43,56,2,0.3,1,0,0,1,0,90401,FALSE,0
2732,5,28,29,1,0.2,3,0,0,0,0,96651,TRUE,0
2733,9,38,33,1,2.1,3,133,0,0,0,93106,FALSE,0
2734,29,72,55,3,0.3,2,147,0,0,0,93107,FALSE,0
2735,31,64,56,4,0.9,1,0,0,0,0,94126,TRUE,0
2736,12,70,36,3,2.6,2,165,0,0,0,92131,TRUE,0
2737,29,12,53,1,0.3,1,0,0,0,0,95621,FALSE,0
2738,31,159,57,2,0.5,1,0,0,0,0,94577,FALSE,0
2739,9,103,35,2,4.5,3,0,0,0,0,95120,TRUE,0
2740,18,42,43,1,0.3,3,0,0,0,0,91330,TRUE,0
2741,29,48,54,2,2.1,3,142,0,0,0,92182,TRUE,0
2742,3,49,29,1,1.5,1,0,0,0,0,90266,FALSE,0
2743,14,89,39,2,0.4,1,0,0,0,0,95762,TRUE,0
2744,8,22,32,4,0.7,2,0,1,0,0,94583,TRUE,0
2745,27,10,51,2,0.2,1,86,0,0,0,92121,FALSE,0
2746,25,38,50,1,1.3,2,120,1,0,0,95616,FALSE,0
2747,29,49,54,2,2.1,3,95,1,0,0,92703,TRUE,0
2748,12,30,38,2,1.4,3,0,1,0,0,91765,FALSE,0
2749,7,82,32,1,2.6,2,240,1,0,1,94305,TRUE,0
2750,37,82,62,1,0.8,3,312,0,0,0,94086,TRUE,0
2751,33,24,57,1,0.1,2,0,0,0,0,94501,FALSE,0
2752,23,32,47,4,0.6,1,156,1,0,0,92251,TRUE,0
2753,25,34,51,3,0.9,3,111,0,0,0,95819,TRUE,0
2754,27,195,54,2,4.75,2,477,0,0,0,93117,FALSE,1
2755,1,61,26,4,2.2,1,119,0,0,0,93943,FALSE,0
2756,11,22,37,3,0.1,2,0,1,0,0,93711,TRUE,0
2757,0,40,27,4,1,3,0,0,0,0,91301,TRUE,0
2758,38,50,63,2,2.8,1,205,0,0,0,93943,FALSE,0
2759,36,35,62,2,0.7,3,0,1,1,0,94501,FALSE,0
2760,33,64,59,3,0.3,2,0,0,0,0,95617,FALSE,0
2761,7,49,32,3,2.3,1,0,0,0,0,94080,TRUE,0
2762,8,44,35,4,1,2,192,1,0,0,95045,FALSE,0
2763,31,65,56,2,3.7,1,0,0,0,0,93403,TRUE,0
2764,31,13,55,4,0.7,1,0,0,0,0,93943,TRUE,0
2765,5,84,31,1,2.9,3,105,1,0,0,91320,FALSE,0
2766,29,28,54,4,0.2,2,101,0,0,0,92093,TRUE,0
2767,32,108,58,3,4.4,1,0,0,0,0,95123,TRUE,0
2768,24,59,48,1,0,1,144,0,0,0,90401,TRUE,0
2769,22,163,48,1,2.4,1,396,0,0,0,95819,TRUE,0
2770,9,183,33,2,8.8,3,582,0,0,0,91320,TRUE,1
2771,6,69,36,4,4,3,0,0,0,0,90024,TRUE,0
2772,16,115,41,1,7,1,0,0,0,0,92333,FALSE,0
2773,31,130,55,4,6.5,1,0,1,0,0,92646,FALSE,1
2774,37,185,63,2,7.9,2,358,0,0,0,94309,TRUE,1
2775,29,118,53,2,0.3,1,0,0,0,0,94066,TRUE,0
2776,13,163,38,1,4.1,1,0,0,0,0,95039,FALSE,0
2777,20,140,46,2,6.3,1,380,1,0,0,93106,TRUE,0
2778,33,91,59,2,0.7,2,0,1,0,0,94122,TRUE,0
2779,31,61,56,4,1.3,3,0,1,0,0,92646,TRUE,0
2780,35,168,59,4,4.1,2,0,0,0,0,95521,TRUE,1
2781,13,69,39,3,0.9,2,0,0,0,0,90630,FALSE,0
2782,21,22,47,1,0.2,1,104,0,0,0,92037,FALSE,0
2783,22,53,47,1,0.3,1,213,0,0,0,92691,FALSE,0
2784,26,25,53,2,1,2,0,1,0,1,92123,TRUE,0
2785,9,115,36,4,2.2,2,0,0,0,0,91765,FALSE,1
2786,9,31,34,4,1.1,3,85,1,1,1,92521,TRUE,0
2787,10,83,36,1,2.8,3,0,1,0,0,94705,FALSE,0
2788,34,152,60,2,6.9,1,0,0,0,0,92807,FALSE,0
2789,20,30,45,1,0.1,1,0,0,0,0,96003,TRUE,0
2790,3,34,27,1,0.2,3,0,1,0,0,90065,TRUE,0
2791,22,44,47,1,1.4,3,0,1,0,0,95821,TRUE,0
2792,20,182,44,2,7.6,1,0,0,0,0,94710,FALSE,0
2793,30,44,54,3,1.5,1,117,0,0,0,95616,TRUE,0
2794,33,122,57,2,6,1,153,1,1,1,94301,TRUE,0
2795,26,35,52,4,1.8,1,0,0,0,0,94550,TRUE,0
2796,25,91,51,1,0.8,3,0,0,0,0,92407,FALSE,0
2797,32,30,57,2,2,2,0,0,0,0,94024,FALSE,0
2798,39,53,65,1,2.5,3,0,0,0,0,94608,TRUE,0
2799,33,28,58,1,0.3,3,0,0,0,0,94720,TRUE,0
2800,39,85,64,4,3.4,2,200,0,0,0,94720,TRUE,0
2801,26,28,52,2,0.7,2,90,1,0,0,93907,TRUE,0
2802,34,41,58,4,0.4,1,177,0,0,0,91016,TRUE,0
2803,22,154,52,1,5,3,0,0,1,1,90650,TRUE,1
2804,18,41,43,1,0.3,3,0,0,0,0,92831,TRUE,0
2805,32,33,56,3,1.5,1,0,0,0,0,95014,FALSE,0
2806,12,182,37,3,5.8,3,0,0,0,0,94523,TRUE,1
2807,27,59,53,2,0.8,3,0,0,0,0,90740,TRUE,0
2808,2,129,27,2,3.3,1,0,0,1,0,90009,FALSE,0
2809,27,35,53,3,0.9,3,136,0,0,0,94583,TRUE,0
2810,16,185,42,3,2.2,2,0,1,1,1,94705,TRUE,1
2811,34,45,58,4,1.3,2,201,0,0,0,93943,FALSE,0
2812,12,62,36,4,0.1,2,145,0,0,0,94065,FALSE,0
2813,28,183,53,3,8.2,3,467,1,0,1,96008,TRUE,1
2814,22,14,48,2,0.1,3,0,0,0,0,94303,TRUE,0
2815,28,53,54,1,2.2,3,0,1,0,0,94002,TRUE,0
2816,1,48,26,3,2.6,3,169,0,0,0,94019,FALSE,0
2817,26,128,50,2,0.4,1,0,0,0,0,92780,TRUE,0
2818,7,105,31,1,4,1,331,0,0,0,94025,TRUE,0
2819,9,40,35,3,0.9,1,0,1,0,0,93943,TRUE,0
2820,37,10,63,2,0.4,1,0,0,0,0,90095,TRUE,0
2821,4,102,29,2,3.3,1,303,0,0,0,90245,FALSE,0
2822,32,31,57,3,0.1,2,0,0,0,0,94143,TRUE,0
2823,5,30,30,4,0.8,1,158,0,0,0,90245,TRUE,0
2824,7,21,33,1,0.6,3,0,0,1,0,90095,FALSE,0
2825,36,44,62,2,0.3,1,0,0,0,0,92867,FALSE,0
2826,10,48,35,1,2.5,3,164,0,0,0,95060,TRUE,0
2827,11,21,37,3,0.2,2,0,0,0,0,94604,TRUE,0
2828,11,84,37,4,2.2,2,0,1,0,0,90266,TRUE,0
2829,10,64,35,3,0.7,2,230,0,0,0,94306,TRUE,0
2830,9,82,35,1,2.5,1,138,0,0,0,94720,FALSE,0
2831,35,39,59,4,1.3,1,0,0,0,0,95616,TRUE,0
2832,27,45,53,2,0.8,3,0,1,0,0,90405,TRUE,0
2833,21,133,45,4,5.7,3,0,1,0,1,92056,TRUE,1
2834,22,152,46,2,1.4,1,0,0,0,0,90009,TRUE,0
2835,16,12,40,1,1,1,91,0,1,0,90033,FALSE,0
2836,16,32,42,3,1.5,1,149,0,0,0,94112,TRUE,0
2837,1,74,25,4,2.6,1,204,0,0,0,94085,FALSE,0
2838,14,54,39,2,1.1,2,159,1,0,0,92037,FALSE,0
2839,6,181,30,3,4.1,2,0,1,0,1,94542,TRUE,1
2840,33,75,58,2,0,3,0,0,0,0,90034,TRUE,0
2841,15,95,41,3,0.1,1,240,0,1,0,91101,FALSE,0
2842,11,190,37,4,7.3,2,565,0,0,1,94305,TRUE,1
2843,11,90,36,1,2.8,1,0,0,0,0,94709,TRUE,0
2844,3,20,27,4,1,1,134,1,0,0,95616,TRUE,0
2845,34,64,60,3,2.2,3,0,0,0,0,95014,FALSE,0
2846,36,85,62,2,1.7,3,98,0,0,0,90019,FALSE,0
2847,43,105,67,4,1.7,2,0,0,0,0,93711,TRUE,0
2848,18,21,44,1,0.2,1,0,0,0,0,90840,TRUE,0
2849,-1,78,24,2,1.8,2,0,0,0,0,94720,FALSE,0
2850,21,158,45,2,6.67,1,132,1,0,0,94085,TRUE,0
2851,34,125,58,1,4.3,1,219,0,0,0,94720,FALSE,0
2852,36,81,61,3,1.8,2,0,0,0,0,95449,TRUE,0
2853,29,183,54,1,8.1,1,0,1,0,0,93105,TRUE,0
2854,3,54,28,4,0.6,2,0,0,0,0,94550,TRUE,0
2855,24,79,49,4,3.6,3,212,0,0,0,94025,TRUE,0
2856,11,38,35,1,1.5,2,136,0,0,0,91706,TRUE,0
2857,10,172,36,4,1,2,295,0,0,0,94704,TRUE,1
2858,8,184,34,3,7.5,1,0,0,0,0,93106,FALSE,1
2859,11,158,36,2,7.8,1,114,1,0,0,95054,TRUE,0
2860,11,188,35,1,0.9,3,282,0,0,0,94596,TRUE,1
2861,2,20,27,4,0.5,3,0,0,0,0,95064,TRUE,0
2862,18,60,42,4,0.2,3,151,1,0,0,92677,FALSE,0
2863,39,113,65,4,2.4,3,0,0,0,0,92096,TRUE,0
2864,5,70,29,4,0,1,0,1,0,0,93101,TRUE,0
2865,41,84,65,2,0,3,0,1,0,0,95762,TRUE,0
2866,33,23,59,2,0.2,3,0,0,0,0,94002,TRUE,0
2867,22,141,46,2,3.3,1,0,1,1,1,90089,TRUE,0
2868,33,110,59,3,4.4,1,264,0,0,0,90007,TRUE,0
2869,26,31,52,4,1.8,1,0,1,0,0,94923,TRUE,0
2870,35,22,60,1,1.3,1,80,0,0,0,92660,FALSE,0
2871,17,91,43,1,5.2,1,0,0,1,0,95134,FALSE,0
2872,39,82,65,4,2.4,3,252,0,0,0,94131,TRUE,0
2873,26,23,50,1,0.3,1,0,0,0,0,92630,FALSE,0
2874,23,35,48,1,0.1,1,0,0,1,0,93943,TRUE,0
2875,25,114,49,1,2.5,3,0,0,0,0,91380,TRUE,1
2876,33,18,58,3,0.1,2,0,1,0,0,94402,TRUE,0
2877,-2,80,24,2,1.6,3,238,0,0,0,91107,FALSE,0
2878,32,74,58,2,2.3,3,0,1,0,0,95817,FALSE,0
2879,19,122,45,4,4.1,2,0,0,0,0,94590,TRUE,1
2880,15,73,42,3,2.33,2,0,0,0,0,94545,FALSE,0
2881,40,40,64,2,1.1,1,0,0,0,0,96064,TRUE,0
2882,25,55,49,4,0.1,3,0,0,0,0,92103,TRUE,0
2883,31,69,55,1,2.7,2,0,1,1,0,90089,FALSE,nan
2884,14,92,40,4,1.4,2,0,0,0,0,90024,TRUE,nan
2885,2,48,28,4,2.1,3,0,1,0,0,93943,TRUE,nan
2886,31,113,57,4,0.6,3,327,0,0,0,91711,TRUE,nan
2887,25,58,50,1,1.3,2,0,0,0,0,93940,TRUE,nan
2888,16,109,40,2,2.2,1,0,0,0,0,94025,TRUE,nan
2889,28,39,55,3,1,2,0,1,0,0,94542,TRUE,nan
2890,29,33,53,3,1.9,2,144,0,0,0,94591,FALSE,nan
2891,24,18,48,4,0.2,1,0,1,0,0,94304,TRUE,nan
2892,33,63,59,1,1.6,1,0,1,0,0,90044,TRUE,nan
2893,32,43,58,1,2.8,2,0,0,0,0,92093,TRUE,nan
2894,14,70,38,4,2,3,0,0,0,0,94022,TRUE,nan
2895,25,19,49,1,0.9,3,0,0,0,0,94545,FALSE,nan
2896,36,39,60,4,1.3,2,140,0,0,0,94501,TRUE,nan
2897,28,81,54,3,0.8,1,0,0,0,0,94720,FALSE,nan
2898,2,34,28,4,1.3,3,0,0,0,0,92161,FALSE,0
2899,1,140,27,1,5.9,2,175,0,1,1,91711,TRUE,1
2900,18,114,42,1,0.3,1,0,0,0,0,94305,FALSE,0
2901,28,55,52,2,3.2,3,151,0,0,0,91320,FALSE,0
2902,30,21,54,1,0.1,2,76,0,0,0,95351,TRUE,0
2903,30,50,56,4,2.8,2,0,0,1,0,94022,TRUE,0
2904,34,41,58,3,1.5,1,0,1,0,0,95833,TRUE,0
2905,32,190,56,3,2.2,1,0,0,0,1,90032,TRUE,1
2906,40,8,64,2,0.3,3,0,0,0,0,94110,TRUE,0
2907,8,55,35,2,1.67,2,0,0,0,0,92870,TRUE,0
2908,20,40,45,2,1.3,1,0,1,0,0,91763,FALSE,0
2909,32,22,57,3,0.1,2,0,0,0,0,95616,TRUE,0
2910,8,44,35,2,1.67,2,0,1,1,0,94590,FALSE,0
2911,22,102,46,3,4.5,3,0,0,0,0,95039,TRUE,1
2912,4,54,30,4,1.8,3,235,0,0,0,93033,TRUE,0
2913,20,130,44,4,3.2,2,0,0,0,0,90291,FALSE,1
2914,12,75,39,3,2.33,2,0,1,0,0,94501,TRUE,0
2915,18,42,42,2,1.7,1,0,0,0,0,95929,TRUE,0
2916,9,133,34,1,3.8,1,0,0,0,0,92110,TRUE,0
2917,20,40,46,1,1.2,2,0,0,0,0,92037,TRUE,0
2918,31,34,55,3,1.5,1,101,0,0,0,94305,TRUE,0
2919,3,142,28,1,0.8,1,0,0,0,0,93727,TRUE,0
2920,10,64,35,3,2.3,1,0,1,0,1,94542,TRUE,0
2921,35,44,60,2,1.6,3,170,0,0,0,94720,TRUE,0
2922,24,95,50,1,0.3,1,262,0,0,0,91401,TRUE,0
2923,26,49,52,1,1.4,3,0,0,0,0,90011,TRUE,0
2924,27,12,51,2,0.2,1,0,0,0,0,91007,FALSE,0
2925,26,98,51,1,1.3,3,0,1,0,0,90024,TRUE,0
2926,35,42,59,4,0.4,1,0,0,0,0,91711,TRUE,0
2927,28,44,53,2,0.6,3,0,1,0,0,92152,TRUE,0
2928,17,124,43,1,5.2,1,0,0,0,0,94117,FALSE,0
2929,6,175,31,2,6.7,1,0,0,0,0,95005,TRUE,0
2930,6,22,32,4,0.3,1,0,0,0,0,94061,FALSE,0
2931,17,78,41,4,2.67,1,99,0,0,0,95929,TRUE,0
2932,4,54,31,2,1,2,109,1,0,0,91741,FALSE,0
2933,16,154,41,1,7,1,0,1,0,0,92407,FALSE,0
2934,22,42,47,3,2.7,2,0,0,0,0,95820,TRUE,0
2935,13,195,37,2,6.5,1,635,0,0,0,91763,TRUE,0
2936,23,80,53,1,3,3,0,1,0,0,93023,TRUE,0
2937,22,81,49,3,2,2,0,0,0,0,94301,TRUE,0
2938,36,89,62,2,2,1,0,1,0,0,94022,TRUE,0
2939,9,61,33,3,2.6,2,0,0,0,0,93943,TRUE,0
2940,24,25,54,4,0.4,3,0,1,0,0,90016,FALSE,0
2941,3,43,27,3,0.1,2,163,0,0,0,90245,TRUE,0
2942,35,122,60,1,2.6,1,352,0,0,0,92606,FALSE,0
2943,5,160,29,1,4.3,1,385,0,0,0,90405,TRUE,0
2944,32,83,56,4,1.6,2,0,0,0,0,91320,FALSE,0
2945,30,79,55,2,0,3,0,0,0,0,92182,FALSE,0
2946,19,30,45,3,0.5,2,0,1,0,0,94305,TRUE,0
2947,9,145,33,1,4.3,1,437,0,0,0,94110,TRUE,0
2948,21,151,45,2,3.3,1,328,0,0,0,90024,FALSE,0
2949,18,14,44,2,0.1,3,98,1,0,0,94720,FALSE,0
2950,11,19,37,3,0.2,2,0,0,0,0,95054,TRUE,0
2951,16,55,42,1,0.7,3,135,0,0,0,95820,TRUE,0
2952,2,132,26,2,2.4,3,0,1,0,0,94720,FALSE,1
2953,8,182,33,1,8.6,1,0,0,0,0,94065,FALSE,0
2954,36,78,61,3,0.5,1,0,1,0,0,91330,TRUE,0
2955,7,42,31,1,2.4,2,0,1,0,0,95822,TRUE,0
2956,29,44,54,2,2.3,3,187,0,0,0,95518,TRUE,0
2957,38,195,62,4,5.2,3,522,1,0,1,91125,TRUE,1
2958,36,53,61,3,0.5,2,0,0,0,0,92717,TRUE,0
2959,41,65,66,3,2.4,1,0,0,0,0,92612,FALSE,0
2960,12,43,38,4,0.2,1,0,0,0,0,94305,FALSE,0
2961,29,38,55,4,1.5,3,0,1,0,0,90035,FALSE,0
2962,36,50,60,1,1.8,3,0,0,0,0,95741,TRUE,0
2963,-2,81,23,2,1.8,2,0,0,0,0,91711,FALSE,0
2964,3,41,29,1,1.9,3,0,1,0,0,94588,TRUE,0
2965,10,73,35,3,2.3,1,0,0,0,0,93943,TRUE,0
2966,27,31,53,2,0.4,3,104,1,0,0,91605,FALSE,0
2967,7,84,32,3,0.6,2,0,1,0,0,91320,TRUE,0
2968,14,95,38,2,1.9,1,0,1,0,0,94109,TRUE,0
2969,18,162,44,4,1.3,1,301,0,0,0,90840,FALSE,1
2970,18,60,43,2,2.2,3,115,0,0,0,95039,FALSE,0
2971,30,121,54,2,1.1,3,0,0,1,0,95039,FALSE,1
2972,25,43,52,3,1,2,165,1,0,1,91380,TRUE,0
2973,7,38,31,1,1.8,2,182,1,0,1,92182,TRUE,0
2974,22,82,47,1,2.9,1,276,0,0,0,92084,TRUE,0
2975,18,52,42,4,1.9,1,0,0,0,0,95008,TRUE,0
2976,33,43,57,3,1.5,1,168,1,0,0,91016,FALSE,0
2977,8,82,33,1,2.6,2,0,1,1,1,95747,TRUE,0
2978,10,161,35,1,4.1,1,0,0,1,0,94109,TRUE,0
2979,30,24,56,2,0.7,2,0,0,0,0,94550,TRUE,0
2980,32,102,57,1,2.6,1,0,0,0,0,90210,TRUE,0
2981,-1,53,25,3,2.4,2,0,0,0,0,94305,FALSE,0
2982,28,85,53,1,1.2,1,0,0,0,0,92037,FALSE,0
2983,33,111,59,3,4.4,1,0,0,0,0,95120,TRUE,0
2984,32,90,56,2,0.3,1,0,1,0,0,95054,TRUE,0
2985,28,94,54,2,1.1,1,188,0,0,0,92709,FALSE,0
2986,23,63,48,4,3.6,3,0,0,0,0,94606,FALSE,0
2987,30,153,55,2,2.8,2,0,0,1,1,94305,TRUE,1
2988,7,39,33,2,2,3,0,0,0,0,92037,FALSE,0
2989,21,205,46,2,8.8,1,181,0,1,0,95762,TRUE,0
2990,18,142,42,1,3.4,1,496,0,0,0,93106,TRUE,0
2991,25,163,49,2,0.4,1,0,0,1,0,94608,FALSE,0
2992,17,113,42,3,1,1,0,0,1,0,93014,TRUE,0
2993,21,64,46,1,2.9,1,0,1,0,0,92104,TRUE,0
2994,40,20,65,3,0.1,3,0,1,0,0,92647,FALSE,0
2995,24,179,50,1,1,1,0,0,0,0,94025,TRUE,0
2996,24,91,54,2,4.5,3,90,0,0,0,91101,TRUE,0
2997,18,103,42,1,3.33,1,0,1,1,1,91367,TRUE,1
2998,33,80,57,4,1.6,2,0,0,0,0,95053,FALSE,0
2999,35,38,61,2,0.3,1,0,0,0,0,93106,FALSE,0
3000,34,44,60,1,0.2,1,0,1,0,0,94143,FALSE,0
3001,14,164,40,1,4.3,2,0,0,0,0,94720,FALSE,1
3002,7,81,33,3,1.6,1,0,1,0,0,92647,TRUE,0
3003,13,95,37,2,1.7,2,83,0,0,0,90095,FALSE,0
3004,28,44,52,3,1.9,2,0,1,0,0,90747,FALSE,0
3005,7,88,33,3,1.6,1,0,1,0,0,94583,TRUE,0
3006,36,148,62,3,7,2,0,0,0,0,94111,TRUE,1
3007,37,169,62,3,5,2,184,1,0,1,95014,TRUE,1
3008,37,11,63,1,0.8,2,102,1,0,0,91711,FALSE,0
3009,25,92,55,1,3,3,158,1,0,0,94550,FALSE,0
3010,9,74,33,3,2.6,2,0,0,0,0,92120,TRUE,0
3011,1,72,25,3,0.8,1,0,0,0,0,94301,TRUE,0
3012,31,63,55,3,2.67,1,0,0,0,0,95616,TRUE,0
3013,3,172,29,2,4.5,1,415,0,0,0,92373,TRUE,0
3014,21,183,45,2,1.4,1,0,1,0,0,90029,TRUE,0
3015,34,40,60,1,2.5,3,166,0,0,0,91311,TRUE,0
3016,18,68,44,4,2.9,1,0,1,1,0,92673,FALSE,0
